id,species,locyr,tl,wt,scale_1,scale_2,scale_3,otolith_1,otolith_2,otolith_3
5146,LMB,Paint Creek_2014,170,56,1,1,2,NA,NA,NA
5147,LMB,Paint Creek_2014,190,78,2,2,2,1,2,2
5148,LMB,Paint Creek_2014,160,55,1,1,2,1,1,2
5149,LMB,Paint Creek_2014,177,65,1,1,1,1,2,1
5192,LMB,Paint Creek_2014,292,328,2,3,6,2,2,2
5193,LMB,Paint Creek_2014,383,891,5,4,5,2,4,5
5194,LMB,Paint Creek_2014,345,637,4,4,4,3,4,4
5195,LMB,Paint Creek_2014,391,934,4,4,4,4,4,4
5196,LMB,Paint Creek_2014,339,539,3,5,5,4,3,4
5214,LMB,Paint Creek_2014,285,316,2,2,3,2,2,3
5215,LMB,Paint Creek_2014,293,373,3,3,5,3,3,4
5216,LMB,Paint Creek_2014,347,617,4,4,3,3,3,3
5217,LMB,Paint Creek_2014,337,629,3,3,4,3,3,3
5218,LMB,Paint Creek_2014,351,658,4,4,5,5,4,4
5219,LMB,Paint Creek_2014,401,1069,6,6,5,5,5,5
5220,LMB,Paint Creek_2014,311,462,3,3,5,3,3,3
5221,LMB,Paint Creek_2014,400,1146,3,5,6,4,4,3
5222,LMB,Paint Creek_2014,437,1350,5,6,4,5,5,5
5223,LMB,Paint Creek_2014,368,751,4,5,4,3,4,3
5224,LMB,Paint Creek_2014,383,891,4,4,4,4,4,4
5250,LMB,Paint Creek_2014,101,15,1,1,1,1,1,1
5251,LMB,Paint Creek_2014,314,404,2,3,5,2,2,2
5252,LMB,Paint Creek_2014,423,1273,6,6,8,6,6,6
5253,LMB,Paint Creek_2014,295,344,3,3,5,2,3,2
5254,LMB,Paint Creek_2014,398,940,4,5,4,4,4,4
5256,LMB,Paint Creek_2014,460,1589,6,5,7,5,6,3
5258,LMB,Paint Creek_2014,450,1445,7,6,9,8,7,8
5259,LMB,Paint Creek_2014,409,1324,5,4,6,5,6,4
5260,LMB,Paint Creek_2014,429,1237,6,5,5,5,5,4
5261,LMB,Paint Creek_2014,326,514,2,3,6,2,2,2
5262,LMB,Paint Creek_2014,378,941,4,5,4,4,4,4
5263,LMB,Paint Creek_2014,210,109,1,2,2,1,2,1
5265,LMB,Paint Creek_2014,324,445,3,3,3,3,3,3
5266,LMB,Paint Creek_2014,405,1230,3,5,3,5,5,4
5267,LMB,Paint Creek_2014,432,1197,4,4,4,5,5,4
5268,LMB,Paint Creek_2014,415,1336,4,4,5,5,5,5
5269,LMB,Paint Creek_2014,112,16,1,1,1,1,1,1
5270,LMB,Paint Creek_2014,395,1006,4,5,7,6,6,6
5271,LMB,Paint Creek_2014,284,322,2,2,2,2,2,2
5272,LMB,Paint Creek_2014,158,39,1,1,2,1,2,2
5273,LMB,Paint Creek_2014,200,94,1,1,2,1,1,3
5274,LMB,Paint Creek_2014,204,97,1,1,2,1,2,1
5275,LMB,Paint Creek_2014,310,427,3,3,4,4,4,3
5276,LMB,Paint Creek_2014,368,752,4,3,4,4,4,4
5277,LMB,Paint Creek_2014,285,344,2,2,2,2,2,2
5278,LMB,Paint Creek_2014,343,578,4,4,4,4,4,4
5279,LMB,Paint Creek_2014,336,613,3,4,4,4,3,3
5280,LMB,Paint Creek_2014,365,766,4,5,5,3,4,3
5281,LMB,Paint Creek_2014,181,68,1,2,2,1,2,2
5282,LMB,Paint Creek_2014,425,1134,7,6,7,9,9,9
5283,LMB,Paint Creek_2014,152,41,1,1,1,1,1,2
5284,LMB,Paint Creek_2014,296,370,3,3,3,3,3,3
5285,LMB,Paint Creek_2014,195,81,1,1,2,1,1,2
5286,LMB,Paint Creek_2014,305,421,3,3,4,3,3,3
5287,LMB,Paint Creek_2014,386,851,5,4,3,4,4,5
5288,LMB,Paint Creek_2014,302,433,3,2,3,3,3,3
5289,LMB,Paint Creek_2014,190,78,1,2,2,1,1,3
5290,LMB,Paint Creek_2014,180,66,1,1,1,1,1,2
5291,LMB,Paint Creek_2014,322,470,3,4,4,3,3,4
5292,LMB,Paint Creek_2014,374,684,3,4,3,4,4,4
5293,LMB,Paint Creek_2014,431,1458,5,5,6,6,6,5
5294,LMB,Paint Creek_2014,357,683,NA,NA,3,4,3,4
5296,LMB,Paint Creek_2014,96,13,1,1,1,1,1,1
5297,LMB,Paint Creek_2014,157,42,1,1,1,1,1,2
5298,LMB,Paint Creek_2014,354,678,4,4,4,4,5,4
5299,LMB,Paint Creek_2014,275,263,2,2,3,2,2,4
5128,LMB,Paint Creek_2014,137,26,1,1,1,1,1,1
5129,LMB,Paint Creek_2014,248,176,2,2,3,2,2,2
5130,LMB,Paint Creek_2014,269,246,2,2,4,2,2,2
5131,LMB,Paint Creek_2014,375,733,4,4,4,3,3,3
5132,LMB,Paint Creek_2014,278,256,2,2,2,2,2,2
5133,LMB,Paint Creek_2014,303,350,2,2,3,2,2,2
5672,LMB,Paint Creek_2014,242,169,2,1,3,2,2,1
5673,LMB,Paint Creek_2014,105,12,1,1,1,1,1,1
5674,LMB,Paint Creek_2014,467,1875,7,5,7,6,6,6
5675,LMB,Paint Creek_2014,231,139,1,2,2,2,2,2
5676,LMB,Paint Creek_2014,170,63,1,1,1,1,2,1
5677,LMB,Paint Creek_2014,231,150,1,2,1,1,1,3
5679,LMB,Paint Creek_2014,418,1021,4,5,5,5,4,3
5680,LMB,Paint Creek_2014,274,276,2,3,4,2,2,2
5681,LMB,Paint Creek_2014,315,407,3,2,4,3,2,3
5682,LMB,Paint Creek_2014,256,212,2,3,4,2,2,2
5683,LMB,Paint Creek_2014,275,272,2,3,2,2,2,2
5684,LMB,Paint Creek_2014,149,37,1,1,2,1,1,2
5685,LMB,Paint Creek_2014,226,153,1,2,2,1,2,2
5686,LMB,Paint Creek_2014,260,212,2,1,3,1,2,2
5687,LMB,Paint Creek_2014,450,1422,6,6,6,6,7,6
5688,LMB,Paint Creek_2014,452,1384,6,6,8,10,9,9
5689,LMB,Paint Creek_2014,245,181,2,2,2,2,2,2
5690,LMB,Paint Creek_2014,143,29,1,1,2,1,1,2
5691,LMB,Paint Creek_2014,139,27,1,1,1,1,1,1
5692,LMB,Paint Creek_2014,124,17,1,1,1,1,1,1
5693,LMB,Paint Creek_2014,125,19,1,1,1,1,1,1
5694,LMB,Paint Creek_2014,265,225,1,2,2,2,2,2
5695,LMB,Paint Creek_2014,131,26,1,1,1,1,1,1
5696,LMB,Paint Creek_2014,126,19,1,1,2,1,1,1
5697,LMB,Paint Creek_2014,146,33,1,1,2,1,1,1
5698,LMB,Paint Creek_2014,130,23,1,1,1,1,1,2
5699,LMB,Paint Creek_2014,462,1418,6,5,4,4,6,4
5700,LMB,Paint Creek_2014,224,145,1,2,2,1,1,2
5669,LMB,Paint Creek_2014,101,10,1,1,1,1,1,1
5670,LMB,Paint Creek_2014,90,8,1,1,1,1,1,1
5671,LMB,Paint Creek_2014,90,8,1,1,1,1,1,1
2343,LMB,82013_2014,270,246,2,3,2,2,2,2
2344,LMB,82013_2014,375,698,6,7,4,4,4,4
2345,LMB,82013_2014,271,235,2,4,2,2,2,2
2346,LMB,82013_2014,329,490,3,4,4,3,3,3
2347,LMB,82013_2014,157,45,1,1,2,1,1,1
2348,LMB,82013_2014,401,880,7,7,5,5,5,6
2349,LMB,82013_2014,326,478,3,4,5,3,3,3
2350,LMB,82013_2014,376,680,4,5,4,4,4,4
2351,LMB,82013_2014,390,842,5,5,6,5,5,5
2352,LMB,82013_2014,364,622,3,6,4,7,7,7
2353,LMB,82013_2014,296,365,4,7,3,3,3,3
2354,LMB,82013_2014,387,813,4,5,5,4,4,4
2355,LMB,82013_2014,248,192,2,3,2,2,2,2
2356,LMB,82013_2014,365,730,5,5,5,4,4,5
2358,LMB,82013_2014,374,744,5,6,4,5,5,5
2359,LMB,82013_2014,390,855,6,6,5,5,5,5
2360,LMB,82013_2014,349,589,3,5,3,3,3,3
2361,LMB,82013_2014,402,844,4,5,7,7,7,7
2362,LMB,82013_2014,333,500,3,4,3,3,3,3
2363,LMB,82013_2014,385,845,6,6,6,5,5,5
2364,LMB,82013_2014,328,480,4,4,5,3,3,3
2365,LMB,82013_2014,360,712,3,6,7,4,4,4
2366,LMB,82013_2014,408,935,9,8,9,4,5,5
2367,LMB,82013_2014,356,570,NA,NA,5,4,4,4
2368,LMB,82013_2014,253,200,2,3,2,2,2,2
2369,LMB,82013_2014,239,185,2,3,2,2,2,2
2370,LMB,82013_2014,345,556,4,5,4,4,4,4
2371,LMB,82013_2014,250,194,2,3,2,2,2,2
2372,LMB,82013_2014,168,65,1,1,2,1,1,1
2373,LMB,82013_2014,252,190,2,2,2,2,2,2
2374,LMB,82013_2014,278,252,2,4,2,2,2,2
2375,LMB,82013_2014,261,223,2,2,3,2,2,2
2376,LMB,82013_2014,446,1299,9,9,9,7,7,7
2377,LMB,82013_2014,311,421,3,4,4,4,4,4
2379,LMB,82013_2014,502,1928,9,8,9,9,9,9
2381,LMB,82013_2014,380,828,7,9,5,6,6,6
2382,LMB,82013_2014,290,309,2,3,4,2,2,2
2383,LMB,82013_2014,342,532,3,4,4,3,3,3
2384,LMB,82013_2014,265,248,3,5,3,3,3,3
2387,LMB,82013_2014,525,2409,9,9,9,9,9,9
2388,LMB,82013_2014,183,74,1,1,2,1,1,1
2389,LMB,82013_2014,292,314,2,2,4,2,2,2
2390,LMB,82013_2014,397,834,7,7,5,5,5,5
2391,LMB,82013_2014,330,416,3,3,3,3,3,3
2392,LMB,82013_2014,492,1932,9,9,10,9,9,9
2393,LMB,82013_2014,286,242,2,4,2,3,3,3
2394,LMB,82013_2014,226,129,NA,NA,2,2,2,2
2395,LMB,82013_2014,357,582,5,5,4,4,4,4
2396,LMB,82013_2014,468,1391,5,5,7,9,9,9
2397,LMB,82013_2014,318,413,3,4,3,3,3,3
2398,LMB,82013_2014,351,557,4,5,4,4,4,4
2399,LMB,82013_2014,318,385,3,4,3,3,3,3
2458,LMB,82013_2014,246,201,NA,NA,2,2,2,2
2459,LMB,82013_2014,304,387,3,4,4,3,3,3
2460,LMB,82013_2014,301,347,3,3,3,3,3,3
2461,LMB,82013_2014,463,1563,6,6,7,9,9,9
2462,LMB,82013_2014,336,508,3,4,4,3,3,3
2464,LMB,82013_2014,283,270,2,3,2,2,2,2
2465,LMB,82013_2014,451,1227,7,6,9,6,6,6
2466,LMB,82013_2014,284,217,2,3,2,2,2,2
2467,LMB,82013_2014,451,1493,7,7,9,6,6,6
2468,LMB,82013_2014,426,966,6,6,6,6,6,7
2469,LMB,82013_2014,422,1105,NA,NA,5,6,6,6
2470,LMB,82013_2014,303,349,NA,NA,3,3,3,3
2475,LMB,82013_2014,456,1242,NA,NA,6,7,7,7
2476,LMB,82013_2014,494,1862,NA,NA,9,7,7,7
2477,LMB,82013_2014,426,862,NA,NA,4,9,9,9
2478,LMB,82013_2014,508,2177,NA,NA,9,9,9,9
2479,LMB,82013_2014,481,1656,9,7,9,7,7,8
2480,LMB,82013_2014,126,29,1,1,2,1,1,1
2481,LMB,82013_2014,243,174,2,3,3,2,2,2
2482,LMB,82013_2014,435,1111,6,6,6,5,5,5
2483,LMB,82013_2014,475,1260,4,6,9,9,9,9
2484,LMB,82013_2014,143,32,1,1,2,1,1,1
2485,LMB,82013_2014,176,71,1,1,2,1,1,1
2486,LMB,82013_2014,103,12,1,1,1,1,1,1
2487,LMB,82013_2014,121,20,5,6,1,1,1,1
2488,LMB,82013_2014,153,47,3,5,2,1,1,1
2489,LMB,82013_2014,134,32,6,6,1,1,1,1
2490,LMB,82013_2014,160,57,8,8,2,1,1,1
2491,LMB,82013_2014,139,35,4,6,2,1,1,2
2492,LMB,82013_2014,177,62,5,7,2,1,1,1
