id,species,locyr,tl,wt,scale_1,scale_2,scale_3,otolith_1,otolith_2,otolith_3
3037,LMB,Silver Creek_2013,152,40,1,1,1,1,1,1
3038,LMB,Silver Creek_2013,141,30,1,1,2,NA,NA,NA
3039,LMB,Silver Creek_2013,92,6,1,1,1,1,1,1
3040,LMB,Silver Creek_2013,385,760,7,3,5,4,6,4
3041,LMB,Silver Creek_2013,385,744,4,5,10,7,4,4
3042,LMB,Silver Creek_2013,411,NA,6,5,9,5,4,4
3050,LMB,Wingfoot_2014,198,70,2,1,2,2,2,2
3051,LMB,Wingfoot_2014,234,143,3,2,2,2,2,2
3052,LMB,Wingfoot_2014,281,265,4,3,3,3,3,3
3053,LMB,Wingfoot_2014,313,356,5,4,5,3,5,5
3054,LMB,Wingfoot_2014,335,503,4,5,4,3,4,3
3055,LMB,Wingfoot_2014,206,82,2,2,2,2,2,2
3056,LMB,Wingfoot_2014,221,130,3,3,2,2,2,2
3057,LMB,Wingfoot_2014,217,97,2,2,2,2,2,2
3058,LMB,Wingfoot_2014,275,240,2,5,3,3,3,3
3059,LMB,Wingfoot_2014,345,566,6,7,4,4,5,5
3060,LMB,Wingfoot_2014,328,488,5,9,5,4,5,5
3061,LMB,Wingfoot_2014,215,86,2,2,2,2,2,2
3062,LMB,Wingfoot_2014,322,420,5,7,3,3,4,4
3063,LMB,Wingfoot_2014,307,356,4,6,4,3,4,4
3064,LMB,Wingfoot_2014,337,424,3,5,4,3,4,4
3065,LMB,Wingfoot_2014,351,595,7,6,6,4,5,5
3066,LMB,Wingfoot_2014,328,463,6,7,4,4,5,4
3067,LMB,Wingfoot_2014,175,59,2,2,2,3,3,3
3068,LMB,Wingfoot_2014,262,238,4,3,5,3,3,3
3069,LMB,Wingfoot_2014,277,264,4,4,3,3,3,3
3070,LMB,Wingfoot_2014,330,486,6,6,4,4,4,4
3071,LMB,Wingfoot_2014,304,411,6,6,4,4,4,4
3072,LMB,Wingfoot_2014,227,128,3,3,2,2,2,2
3073,LMB,Wingfoot_2014,334,448,5,6,3,3,4,3
3074,LMB,Wingfoot_2014,269,241,2,2,2,3,3,2
3075,LMB,Wingfoot_2014,257,197,4,3,3,3,3,3
3076,LMB,Wingfoot_2014,235,136,3,2,2,2,2,2
3077,LMB,Wingfoot_2014,253,186,3,2,3,3,4,3
3078,LMB,Wingfoot_2014,249,198,3,3,2,3,2,3
3079,LMB,Wingfoot_2014,309,255,3,6,2,3,5,4
3081,LMB,Wingfoot_2014,232,133,3,2,3,3,3,3
3082,LMB,Wingfoot_2014,287,246,3,4,3,3,3,3
3083,LMB,Wingfoot_2014,421,965,5,11,5,4,5,4
3084,LMB,Wingfoot_2014,227,113,2,2,2,2,2,2
3085,LMB,Wingfoot_2014,269,227,4,3,5,3,3,3
3086,LMB,Wingfoot_2014,295,314,4,5,5,3,3,3
3088,LMB,Wingfoot_2014,279,236,3,4,3,3,3,3
3089,LMB,Wingfoot_2014,360,690,5,8,4,4,4,4
3090,LMB,Wingfoot_2014,369,544,4,7,5,4,6,5
3091,LMB,Wingfoot_2014,343,586,2,6,3,4,6,5
3092,LMB,Wingfoot_2014,477,1724,8,6,5,4,11,10
3093,LMB,Wingfoot_2014,341,498,6,5,4,4,5,5
3094,LMB,Wingfoot_2014,318,427,5,4,4,4,4,4
3096,LMB,Wingfoot_2014,193,72,2,2,2,2,2,2
3097,LMB,Wingfoot_2014,181,62,2,2,2,2,2,2
3098,LMB,Wingfoot_2014,255,183,2,2,2,3,3,3
3099,LMB,Wingfoot_2014,216,104,2,2,2,2,2,2
3175,LMB,Wingfoot_2014,396,805,6,8,5,5,6,5
3177,LMB,Wingfoot_2014,201,84,2,NA,2,2,2,2
3178,LMB,Wingfoot_2014,193,72,2,2,2,2,2,2
3179,LMB,Wingfoot_2014,204,89,2,2,2,2,2,2
3180,LMB,Wingfoot_2014,186,64,2,1,2,2,2,2
3181,LMB,Wingfoot_2014,294,348,4,4,3,3,4,4
3182,LMB,Wingfoot_2014,390,852,7,8,5,4,4,4
3183,LMB,Wingfoot_2014,382,762,5,4,2,4,5,5
3184,LMB,Wingfoot_2014,396,902,4,7,4,4,7,5
3185,LMB,Wingfoot_2014,299,322,4,3,3,4,4,4
3186,LMB,Wingfoot_2014,384,900,7,8,5,4,5,5
3187,LMB,Wingfoot_2014,315,377,4,5,4,3,3,3
3189,LMB,Wingfoot_2014,183,56,2,1,2,2,2,2
3191,LMB,Wingfoot_2014,175,55,2,2,2,2,2,1
3192,LMB,Wingfoot_2014,191,76,2,2,2,2,2,2
3193,LMB,Wingfoot_2014,374,687,6,7,5,4,6,6
3195,LMB,Wingfoot_2014,359,570,3,3,3,4,4,4
3196,LMB,Wingfoot_2014,243,154,2,2,2,2,3,3
3197,LMB,Wingfoot_2014,178,64,2,2,2,2,2,2
3198,LMB,Wingfoot_2014,289,86,7,5,6,3,3,3
3199,LMB,Wingfoot_2014,283,292,3,5,3,3,3,3
3200,LMB,Wingfoot_2014,420,982,NA,NA,5,4,10,7
3202,LMB,Wingfoot_2014,247,156,2,2,NA,2,2,2
3203,LMB,Wingfoot_2014,354,623,4,6,5,3,3,3
4125,LMB,Burr Oak_2013,290,291,6,3,5,3,1,2
4126,LMB,Burr Oak_2013,325,455,5,3,4,3,3,3
4127,LMB,Burr Oak_2013,522,2418,17,8,14,8,8,8
4128,LMB,Burr Oak_2013,305,363,4,3,4,3,3,3
4129,LMB,Burr Oak_2013,415,1094,7,5,5,4,4,4
4130,LMB,Burr Oak_2013,191,72,2,2,2,2,2,2
4131,LMB,Burr Oak_2013,220,116,3,2,2,2,2,2
4132,LMB,Burr Oak_2013,257,203,3,3,2,2,2,2
4133,LMB,Burr Oak_2013,387,767,5,5,5,4,4,4
4134,LMB,Burr Oak_2013,315,395,5,3,3,3,3,3
4135,LMB,Burr Oak_2013,341,501,5,4,4,3,3,2
4136,LMB,Burr Oak_2013,273,238,3,3,3,3,3,3
4137,LMB,Burr Oak_2013,312,395,4,3,3,3,3,3
4138,LMB,Burr Oak_2013,396,880,6,4,5,4,4,4
4139,LMB,Burr Oak_2013,261,191,3,2,5,2,2,2
4140,LMB,Burr Oak_2013,200,87,1,2,3,2,2,2
4141,LMB,Burr Oak_2013,218,110,2,2,2,2,2,2
4142,LMB,Burr Oak_2013,195,67,2,2,2,2,2,2
4143,LMB,Burr Oak_2013,206,91,2,2,2,2,2,2
4144,LMB,Burr Oak_2013,221,109,2,2,2,2,2,2
4145,LMB,Burr Oak_2013,502,2425,10,8,9,9,9,9
4146,LMB,Burr Oak_2013,454,1510,8,6,5,6,6,7
4147,LMB,Burr Oak_2013,455,1510,6,6,6,5,5,5
4148,LMB,Burr Oak_2013,417,1014,5,4,6,3,4,4
4149,LMB,Burr Oak_2013,400,913,5,4,7,4,4,4
4300,LMB,Burr Oak_2013,197,71,2,2,1,2,2,2
4301,LMB,Burr Oak_2013,238,146,3,2,2,2,2,2
4302,LMB,Burr Oak_2013,394,907,6,4,6,4,4,4
4303,LMB,Burr Oak_2013,187,76,2,2,1,2,2,2
4304,LMB,Burr Oak_2013,219,124,2,2,2,2,2,2
4305,LMB,Burr Oak_2013,430,1191,8,4,5,5,5,5
4306,LMB,Burr Oak_2013,420,1239,12,5,7,5,5,6
4307,LMB,Burr Oak_2013,369,790,8,4,6,3,4,4
4308,LMB,Burr Oak_2013,256,187,3,2,2,2,2,2
4309,LMB,Burr Oak_2013,301,278,4,3,2,3,3,3
4310,LMB,Burr Oak_2013,156,39,2,2,1,2,2,2
4311,LMB,Burr Oak_2013,214,107,2,2,2,2,2,2
4312,LMB,Burr Oak_2013,264,239,4,3,3,3,3,3
4313,LMB,Burr Oak_2013,322,443,4,3,4,3,3,3
4314,LMB,Burr Oak_2013,406,1293,11,7,9,8,8,8
4315,LMB,Burr Oak_2013,185,65,2,2,2,2,2,2
4316,LMB,Burr Oak_2013,242,158,2,3,2,3,3,3
4317,LMB,Burr Oak_2013,165,47,2,2,1,2,2,2
4318,LMB,Burr Oak_2013,495,1906,13,12,10,11,11,11
4319,LMB,Burr Oak_2013,447,1485,11,NA,9,5,5,5
4320,LMB,Burr Oak_2013,476,1659,11,7,12,6,6,6
4321,LMB,Burr Oak_2013,487,1815,11,9,11,11,11,11
4322,LMB,Burr Oak_2013,333,475,7,3,6,3,3,3
4323,LMB,Burr Oak_2013,376,820,5,3,9,3,4,4
4324,LMB,Burr Oak_2013,294,305,4,3,5,3,3,3
4332,LMB,Burr Oak_2013,90,4,1,1,1,1,1,1
4333,LMB,Burr Oak_2013,95,7,1,1,1,1,1,1
4334,LMB,Burr Oak_2013,125,19,2,1,1,1,1,1
4335,LMB,Burr Oak_2013,84,4,1,1,1,1,1,1
4336,LMB,Burr Oak_2013,78,3,1,1,1,1,1,1
4337,LMB,Burr Oak_2013,109,12,1,1,1,1,1,1
4338,LMB,Burr Oak_2013,363,568,4,4,6,3,3,3
4339,LMB,Burr Oak_2013,451,1386,10,8,8,7,7,7
4340,LMB,Burr Oak_2013,562,2792,16,16,17,18,19,19
4341,LMB,Burr Oak_2013,461,1538,8,6,8,5,5,5
4342,LMB,Burr Oak_2013,442,1282,8,NA,9,6,6,6
4345,LMB,Burr Oak_2013,126,22,1,1,1,1,1,1
4346,LMB,Burr Oak_2013,124,19,1,1,1,1,1,1
4347,LMB,Burr Oak_2013,112,12,2,1,1,1,1,1
4348,LMB,Burr Oak_2013,150,36,1,1,1,1,1,1
4349,LMB,Burr Oak_2013,174,49,3,2,1,2,2,2
4500,LMB,Burr Oak_2013,335,506,6,4,7,3,3,3
4501,LMB,Burr Oak_2013,279,236,4,3,4,3,3,3
4502,LMB,Burr Oak_2013,402,819,NA,5,6,4,4,4
4503,LMB,Burr Oak_2013,237,131,4,2,2,2,2,2
4504,LMB,Burr Oak_2013,310,559,3,3,2,3,3,3
4505,LMB,Burr Oak_2013,436,1181,16,6,12,5,5,5
4506,LMB,Burr Oak_2013,385,713,7,4,6,3,3,3
4507,LMB,Burr Oak_2013,482,1710,10,5,7,5,5,5
4508,LMB,Burr Oak_2013,376,767,6,3,4,3,3,3
4509,LMB,Burr Oak_2013,356,676,NA,NA,5,5,5,5
4510,LMB,Burr Oak_2013,264,186,5,3,2,3,3,3
4511,LMB,Burr Oak_2013,285,243,3,3,2,3,3,3
4512,LMB,Burr Oak_2013,242,148,3,3,3,2,2,2
4513,LMB,Burr Oak_2013,402,1008,7,4,8,4,4,4
4514,LMB,Burr Oak_2013,327,460,6,5,6,4,4,4
4515,LMB,Burr Oak_2013,476,1591,7,10,11,12,13,13
4516,LMB,Burr Oak_2013,445,1642,10,7,9,6,6,6
4517,LMB,Burr Oak_2013,276,220,3,3,3,2,2,2
4518,LMB,Burr Oak_2013,205,94,2,2,2,2,2,2
4519,LMB,Burr Oak_2013,426,972,6,5,11,6,6,6
4520,LMB,Burr Oak_2013,311,309,4,3,6,3,3,3
4521,LMB,Burr Oak_2013,350,518,3,3,5,3,3,3
4522,LMB,Burr Oak_2013,225,110,2,2,1,2,2,2
4523,LMB,Burr Oak_2013,472,2333,12,5,10,5,5,5
4524,LMB,Burr Oak_2013,434,1200,11,5,7,5,5,5
4525,LMB,Burr Oak_2013,231,128,4,2,2,2,2,2
4526,LMB,Burr Oak_2013,391,824,9,5,7,4,4,4
4527,LMB,Burr Oak_2013,505,2080,11,13,12,17,17,17
4528,LMB,Burr Oak_2013,461,1430,6,5,8,5,5,5
4529,LMB,Burr Oak_2013,354,545,6,3,6,3,3,3
4530,LMB,Burr Oak_2013,415,964,5,4,6,4,4,4
4531,LMB,Burr Oak_2013,388,828,7,4,5,4,4,4
4533,LMB,Burr Oak_2013,244,175,3,3,3,2,2,2
4534,LMB,Burr Oak_2013,397,742,NA,NA,8,5,5,5
4535,LMB,Burr Oak_2013,440,1262,7,5,7,4,5,5
4536,LMB,Burr Oak_2013,282,266,3,3,3,3,3,3
4537,LMB,Burr Oak_2013,181,70,3,1,1,2,2,2
4538,LMB,Burr Oak_2013,543,2234,12,10,12,8,9,9
4539,LMB,Burr Oak_2013,491,1830,9,7,10,6,6,6
4540,LMB,Burr Oak_2013,556,2650,13,11,14,11,11,11
4541,LMB,Burr Oak_2013,298,373,5,3,2,3,3,3
4542,LMB,Burr Oak_2013,309,372,5,3,4,3,3,3
4543,LMB,Burr Oak_2013,189,76,3,2,1,2,2,2
4544,LMB,Burr Oak_2013,247,154,3,2,2,2,2,2
4545,LMB,Burr Oak_2013,281,262,4,3,3,3,3,3
4546,LMB,Burr Oak_2013,214,96,2,2,1,2,2,2
4547,LMB,Burr Oak_2013,361,680,6,6,5,4,4,4
4548,LMB,Burr Oak_2013,411,884,7,3,6,4,4,3
4549,LMB,Burr Oak_2013,322,448,5,3,3,3,3,2
4550,LMB,Burr Oak_2013,172,60,3,2,2,2,2,2
4551,LMB,Burr Oak_2013,135,24,1,1,1,1,1,1
4552,LMB,Burr Oak_2013,462,1697,12,5,9,4,5,5
4553,LMB,Burr Oak_2013,445,1277,8,5,6,8,8,8
4555,LMB,Burr Oak_2013,426,1055,11,4,6,4,4,4
4556,LMB,Burr Oak_2013,374,1436,9,5,7,4,4,4
4557,LMB,Burr Oak_2013,376,1497,4,3,3,3,3,3
4558,LMB,Burr Oak_2013,152,39,1,1,1,1,1,1
4568,LMB,Burr Oak_2013,468,1553,14,9,9,9,9,9
4650,LMB,Burr Oak_2013,297,215,5,4,3,3,3,3
4325,LMB,Burr Oak_2013,429,1025,9,6,8,6,6,6
4326,LMB,Burr Oak_2013,493,1752,8,10,10,11,11,11
4327,LMB,Burr Oak_2013,105,10,NA,1,1,1,1,1
4328,LMB,Burr Oak_2013,502,1678,13,11,10,14,14,14
4329,LMB,Burr Oak_2013,147,33,1,1,1,1,1,1
4330,LMB,Burr Oak_2013,145,27,1,1,1,1,1,1
4331,LMB,Burr Oak_2013,88,6,NA,NA,1,1,1,1
4343,LMB,Burr Oak_2013,348,475,5,4,2,3,3,3
4344,LMB,Burr Oak_2013,88,6,1,1,1,1,1,1
4469,LMB,Burr Oak_2013,79,6,1,1,1,1,1,1
4470,LMB,Burr Oak_2013,74,4,NA,NA,1,1,1,1
4471,LMB,Burr Oak_2013,224,114,2,2,2,2,2,2
4472,LMB,Burr Oak_2013,85,7,1,1,1,1,1,1
4473,LMB,Burr Oak_2013,113,14,1,1,1,1,1,1
4474,LMB,Burr Oak_2013,512,2221,12,11,14,11,11,11
4559,LMB,Burr Oak_2013,498,1956,13,9,12,11,11,11
4561,LMB,Burr Oak_2013,115,15,1,1,1,1,1,1
4562,LMB,Burr Oak_2013,101,11,1,1,1,1,1,1
4565,LMB,Burr Oak_2013,109,16,1,1,1,1,1,1
4566,LMB,Burr Oak_2013,119,16,2,1,1,1,1,1
4250,LMB,Burr Oak_2014,183,60,2,1,1,1,1,1
4251,LMB,Burr Oak_2014,106,11,2,1,1,1,1,1
4252,LMB,Burr Oak_2014,153,34,2,2,2,2,2,2
4253,LMB,Burr Oak_2014,478,1722,9,8,10,9,9,9
4255,LMB,Burr Oak_2014,381,786,7,5,7,4,4,4
4256,LMB,Burr Oak_2014,272,198,3,3,2,3,3,3
4257,LMB,Burr Oak_2014,336,510,5,4,3,3,3,3
4261,LMB,Burr Oak_2014,440,1288,8,7,8,6,6,7
4262,LMB,Burr Oak_2014,389,871,5,5,5,4,4,4
4263,LMB,Burr Oak_2014,379,734,4,5,3,4,4,4
4265,LMB,Burr Oak_2014,560,3046,12,12,10,9,9,9
4266,LMB,Burr Oak_2014,349,519,5,5,3,4,4,4
4267,LMB,Burr Oak_2014,525,2566,10,10,8,9,9,9
4275,LMB,Burr Oak_2014,503,1848,1,7,13,12,12,12
4276,LMB,Burr Oak_2014,287,244,4,3,2,2,2,2
4277,LMB,Burr Oak_2014,138,17,1,1,1,1,1,1
4278,LMB,Burr Oak_2014,116,14,1,1,1,1,1,1
4280,LMB,Burr Oak_2014,455,1561,1,8,11,9,9,9
4281,LMB,Burr Oak_2014,436,1215,8,6,7,5,6,6
4282,LMB,Burr Oak_2014,262,193,4,2,2,2,2,2
4283,LMB,Burr Oak_2014,269,192,4,2,2,2,2,2
4284,LMB,Burr Oak_2014,437,1104,8,5,7,5,6,6
4285,LMB,Burr Oak_2014,256,159,4,3,2,3,3,3
4286,LMB,Burr Oak_2014,316,382,4,3,3,3,3,3
4287,LMB,Burr Oak_2014,227,113,3,2,2,2,2,2
4288,LMB,Burr Oak_2014,136,20,1,1,1,1,1,1
4289,LMB,Burr Oak_2014,175,49,2,2,1,2,2,2
4290,LMB,Burr Oak_2014,122,15,1,1,1,1,1,1
4292,LMB,Burr Oak_2014,502,1983,9,9,9,8,8,8
4293,LMB,Burr Oak_2014,395,880,6,5,6,4,4,4
4294,LMB,Burr Oak_2014,337,463,5,3,5,3,3,3
4295,LMB,Burr Oak_2014,188,75,2,3,2,2,2,2
4296,LMB,Burr Oak_2014,174,52,3,2,2,2,1,2
4297,LMB,Burr Oak_2014,167,47,2,1,2,2,2,2
4298,LMB,Burr Oak_2014,524,2290,14,9,12,9,9,9
4299,LMB,Burr Oak_2014,126,15,1,1,1,1,1,1
4450,LMB,Burr Oak_2014,146,34,2,2,2,2,2,2
4451,LMB,Burr Oak_2014,168,48,2,2,2,2,2,2
4452,LMB,Burr Oak_2014,193,69,2,2,2,2,2,2
4453,LMB,Burr Oak_2014,207,93,2,2,2,2,2,2
4454,LMB,Burr Oak_2014,182,62,2,2,2,2,2,2
4455,LMB,Burr Oak_2014,189,71,2,2,2,2,2,2
4456,LMB,Burr Oak_2014,197,84,2,2,2,2,2,2
4458,LMB,Burr Oak_2014,301,272,4,3,3,3,3,3
4459,LMB,Burr Oak_2014,245,166,4,3,3,3,3,3
4464,LMB,Burr Oak_2014,277,239,4,3,3,3,3,3
4466,LMB,Burr Oak_2014,406,1023,9,5,6,5,5,5
4467,LMB,Burr Oak_2014,327,458,4,3,4,3,3,3
4600,LMB,Burr Oak_2014,275,244,4,3,3,3,3,3
4601,LMB,Burr Oak_2014,208,93,3,2,2,2,2,2
4602,LMB,Burr Oak_2014,238,142,3,2,2,2,2,2
4603,LMB,Burr Oak_2014,119,19,1,1,1,1,1,1
4604,LMB,Burr Oak_2014,124,19,1,1,1,1,1,1
4605,LMB,Burr Oak_2014,97,9,1,1,1,1,1,1
4606,LMB,Burr Oak_2014,516,2125,13,8,9,9,9,9
4607,LMB,Burr Oak_2014,444,1311,9,4,8,4,4,4
4608,LMB,Burr Oak_2014,352,597,7,3,4,4,4,4
4609,LMB,Burr Oak_2014,337,537,6,4,5,4,4,4
4610,LMB,Burr Oak_2014,212,103,3,2,2,2,2,2
4611,LMB,Burr Oak_2014,214,107,3,2,2,2,2,2
4612,LMB,Burr Oak_2014,109,13,1,NA,1,1,1,1
4613,LMB,Burr Oak_2014,378,738,6,4,5,3,3,3
4614,LMB,Burr Oak_2014,145,33,2,1,1,1,1,1
4615,LMB,Burr Oak_2014,128,20,1,1,1,1,1,1
4616,LMB,Burr Oak_2014,535,2620,9,9,9,12,12,12
4617,LMB,Burr Oak_2014,481,1898,10,8,9,6,6,6
4618,LMB,Burr Oak_2014,352,551,5,4,3,4,4,4
4619,LMB,Burr Oak_2014,344,550,7,4,3,3,3,3
4620,LMB,Burr Oak_2014,320,390,4,3,3,3,3,3
4621,LMB,Burr Oak_2014,315,394,5,3,4,3,3,3
4622,LMB,Burr Oak_2014,233,155,3,2,2,2,2,2
4623,LMB,Burr Oak_2014,168,45,2,2,2,2,2,1
4624,LMB,Burr Oak_2014,174,56,2,2,2,2,2,2
4635,LMB,Burr Oak_2014,568,2560,11,12,11,12,12,12
4679,LMB,Burr Oak_2014,97,8,1,1,1,1,1,1
4680,LMB,Burr Oak_2014,347,507,6,3,5,3,3,3
4681,LMB,Burr Oak_2014,319,372,5,3,5,3,3,3
4682,LMB,Burr Oak_2014,308,354,4,3,3,3,3,3
4683,LMB,Burr Oak_2014,530,2268,8,7,7,9,9,9
4684,LMB,Burr Oak_2014,221,110,3,2,2,2,2,2
4685,LMB,Burr Oak_2014,492,1906,10,8,8,9,8,8
4686,LMB,Burr Oak_2014,480,1716,12,12,10,14,14,14
4687,LMB,Burr Oak_2014,498,2086,9,10,8,9,9,9
4689,LMB,Burr Oak_2014,478,1795,12,8,7,7,7,7
4690,LMB,Burr Oak_2014,542,2945,11,8,11,9,9,9
4691,LMB,Burr Oak_2014,174,52,2,1,2,2,2,2
4692,LMB,Burr Oak_2014,301,346,5,3,3,3,3,3
4693,LMB,Burr Oak_2014,108,14,1,1,1,1,1,1
4694,LMB,Burr Oak_2014,222,108,3,2,2,2,2,2
4695,LMB,Burr Oak_2014,361,760,7,5,5,5,5,5
4696,LMB,Burr Oak_2014,224,114,2,2,2,2,2,2
4697,LMB,Burr Oak_2014,394,924,6,5,6,4,4,4
4698,LMB,Burr Oak_2014,425,1165,9,5,7,4,4,4
4699,LMB,Burr Oak_2014,268,231,3,3,3,3,3,3
4800,LMB,Burr Oak_2014,134,22,1,1,1,1,1,1
4801,LMB,Burr Oak_2014,155,35,2,1,2,1,1,1
4802,LMB,Burr Oak_2014,150,31,1,2,2,2,2,2
4803,LMB,Burr Oak_2014,116,13,1,1,1,1,1,1
4805,LMB,Burr Oak_2014,456,1527,9,6,6,6,6,7
4806,LMB,Burr Oak_2014,417,1186,7,4,6,5,5,5
4807,LMB,Burr Oak_2014,416,1055,7,5,5,4,4,4
4808,LMB,Burr Oak_2014,407,896,8,4,6,4,4,4
4809,LMB,Burr Oak_2014,389,867,6,4,5,4,4,4
4810,LMB,Burr Oak_2014,296,327,4,3,3,3,3,3
4811,LMB,Burr Oak_2014,280,252,4,3,3,3,3,3
4812,LMB,Burr Oak_2014,379,712,6,4,4,4,5,4
4813,LMB,Burr Oak_2014,435,1324,9,6,8,6,6,6
4814,LMB,Burr Oak_2014,293,289,4,3,3,3,3,3
4815,LMB,Burr Oak_2014,137,25,1,1,1,1,1,1
4816,LMB,Burr Oak_2014,255,172,3,3,3,3,3,3
4817,LMB,Burr Oak_2014,336,590,7,4,6,NA,NA,NA
4818,LMB,Burr Oak_2014,254,186,3,3,3,3,3,3
4819,LMB,Burr Oak_2014,249,165,3,2,2,3,3,3
4820,LMB,Burr Oak_2014,454,1555,8,7,8,6,6,6
4821,LMB,Burr Oak_2014,465,1903,10,9,8,7,7,7
4822,LMB,Burr Oak_2014,434,1270,9,6,7,5,5,5
4823,LMB,Burr Oak_2014,420,1042,6,5,7,4,4,4
4824,LMB,Burr Oak_2014,391,930,7,4,5,5,5,5
4950,LMB,Burr Oak_2014,425,1195,8,5,5,4,4,4
4951,LMB,Burr Oak_2014,349,560,5,4,5,3,3,3
4952,LMB,Burr Oak_2014,401,858,6,5,7,4,4,4
4953,LMB,Burr Oak_2014,114,20,1,1,1,1,1,1
4954,LMB,Burr Oak_2014,192,71,2,2,2,2,2,2
4955,LMB,Burr Oak_2014,482,1524,9,9,10,12,12,12
4956,LMB,Burr Oak_2014,400,848,7,4,7,3,3,3
4957,LMB,Burr Oak_2014,327,428,4,3,3,3,3,3
4958,LMB,Burr Oak_2014,366,716,7,3,6,4,4,4
4959,LMB,Burr Oak_2014,425,878,6,5,4,6,6,6
4960,LMB,Burr Oak_2014,307,311,4,3,4,3,3,3
4961,LMB,Burr Oak_2014,219,97,2,2,2,2,2,2
4962,LMB,Burr Oak_2014,285,212,4,4,3,4,4,4
4963,LMB,Burr Oak_2014,365,653,7,4,5,4,4,4
4964,LMB,Burr Oak_2014,201,88,2,2,2,2,2,2
4965,LMB,Burr Oak_2014,226,116,2,2,2,2,2,2
4966,LMB,Burr Oak_2014,207,86,2,2,2,2,2,2
4968,LMB,Burr Oak_2014,248,140,3,3,2,4,4,4
4969,LMB,Burr Oak_2014,236,134,3,2,2,2,2,2
4971,LMB,Burr Oak_2014,473,1505,9,9,8,8,8,8
4972,LMB,Burr Oak_2014,342,456,4,4,4,4,4,4
4973,LMB,Burr Oak_2014,291,275,4,3,4,3,3,3
4974,LMB,Burr Oak_2014,352,533,4,4,4,3,3,3
4975,LMB,Burr Oak_2014,519,1876,10,9,10,8,8,8
4977,LMB,Burr Oak_2014,197,86,2,2,2,2,2,2
4978,LMB,Burr Oak_2014,292,299,3,3,3,3,3,3
4979,LMB,Burr Oak_2014,323,412,5,4,3,4,4,4
4980,LMB,Burr Oak_2014,412,995,8,6,7,5,5,5
4981,LMB,Burr Oak_2014,353,553,5,5,4,4,4,4
4982,LMB,Burr Oak_2014,375,633,6,5,4,4,4,4
4984,LMB,Burr Oak_2014,495,1864,9,10,7,12,12,12
4985,LMB,Burr Oak_2014,454,1166,6,7,5,7,7,7
4986,LMB,Burr Oak_2014,217,102,2,2,2,2,2,2
4987,LMB,Burr Oak_2014,376,689,6,4,5,4,4,4
4988,LMB,Burr Oak_2014,461,1445,12,11,10,12,13,12
4989,LMB,Burr Oak_2014,553,2512,13,9,11,8,8,8
4991,LMB,Burr Oak_2014,128,20,1,1,1,1,1,1
4992,LMB,Burr Oak_2014,237,142,3,2,2,2,2,2
4993,LMB,Burr Oak_2014,304,361,3,3,3,3,3,3
4994,LMB,Burr Oak_2014,416,933,7,5,6,4,4,4
4995,LMB,Burr Oak_2014,148,31,1,1,1,1,1,1
4996,LMB,Burr Oak_2014,467,1478,10,5,10,6,6,6
4997,LMB,Burr Oak_2014,516,2144,13,10,8,9,9,9
4999,LMB,Burr Oak_2014,486,1529,12,10,11,12,12,12
4677,LMB,Burr Oak_2014,476,1672,9,6,10,5,6,6
4678,LMB,Burr Oak_2014,502,2147,10,6,12,6,7,7
4153,LMB,Lake Snowden_2013,118,16,NA,5,NA,1,1,1
4154,LMB,Lake Snowden_2013,472,1256,8,7,7,10,10,10
4155,LMB,Lake Snowden_2013,181,70,2,3,2,2,2,2
4156,LMB,Lake Snowden_2013,162,44,1,1,1,1,1,1
4157,LMB,Lake Snowden_2013,407,928,7,4,5,8,8,8
4158,LMB,Lake Snowden_2013,521,2060,11,10,9,14,14,14
4159,LMB,Lake Snowden_2013,528,2334,10,11,12,12,13,12
4160,LMB,Lake Snowden_2013,521,2610,6,7,11,9,9,9
4161,LMB,Lake Snowden_2013,131,26,1,1,1,1,1,1
4163,LMB,Lake Snowden_2013,170,52,1,1,1,2,1,2
4164,LMB,Lake Snowden_2013,141,28,1,1,1,1,1,1
4165,LMB,Lake Snowden_2013,322,348,6,4,3,7,7,7
4166,LMB,Lake Snowden_2013,329,410,6,4,5,4,4,4
4167,LMB,Lake Snowden_2013,373,698,5,4,6,5,4,4
4168,LMB,Lake Snowden_2013,189,76,2,2,2,2,2,2
4169,LMB,Lake Snowden_2013,148,36,1,1,1,1,1,1
4170,LMB,Lake Snowden_2013,169,68,2,2,2,2,2,2
4171,LMB,Lake Snowden_2013,143,28,1,1,1,1,1,1
4172,LMB,Lake Snowden_2013,87,6,1,1,1,1,1,1
4173,LMB,Lake Snowden_2013,327,400,5,4,5,7,7,NA
4174,LMB,Lake Snowden_2013,136,32,1,1,1,1,1,1
4175,LMB,Lake Snowden_2013,229,156,3,3,3,2,2,2
4176,LMB,Lake Snowden_2013,191,78,2,1,2,2,2,1
4177,LMB,Lake Snowden_2013,371,596,5,4,3,7,7,7
4178,LMB,Lake Snowden_2013,312,320,4,2,5,4,4,4
4179,LMB,Lake Snowden_2013,540,2204,10,10,6,12,11,12
4180,LMB,Lake Snowden_2013,512,2198,8,10,5,12,12,12
4181,LMB,Lake Snowden_2013,112,12,1,1,1,1,1,1
4182,LMB,Lake Snowden_2013,103,6,1,1,1,1,1,1
4183,LMB,Lake Snowden_2013,97,6,1,1,1,1,1,1
4184,LMB,Lake Snowden_2013,441,1248,8,7,6,7,7,8
4185,LMB,Lake Snowden_2013,372,544,4,5,4,6,6,6
